finalserialno,region,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,turnoutValidationReg,Age,a01,a02,a03,e01,k01,k02,k03,k11,k13,k06,k08,y01,y03,y06,y07,y08,y09,y11,y17,y18
57921,Wales,Montgomery,W07000063,28/07/2017,1,1,1,Voted,81.0,lack of unified direction on the many things that are wrong,None/No party,Very interested,4,8,Yes,Other,Yes,Yes,No,Yes,"GBP 15,600 - GBP 20,799",Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
57925,Wales,Montgomery,W07000063,18/08/2017,1,1,1,,87.0,freeing ourselves fro Erope and makin g a new start i n  the world where we are not dictated to by European bureacrats,Conservatives,Very interested,8,8,No,,Yes,Yes,No,No,Refused,Own home outright,Christian - no denomination,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
57926,Wales,Montgomery,W07000063,18/08/2017,1,1,3,,59.0,general threat of political unrest,Liberal Democrats,Fairly interested,6,4,No,,Yes,Yes,No,No,Don`t know,Own home outright,Church of England/ Anglican/Episcopal,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58016,Wales,Montgomery,W07000063,18/07/2017,1,1,2,Voted,83.0,brexit - should not have,None/No party,Very interested,1,10 Pay a great deal of attention,Yes,Guardian/Observer,No,Yes,No,No,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58018,Wales,Montgomery,W07000063,18/07/2017,1,1,2,,66.0,health service - trying to get hold of a doctor,Conservatives,Not at all interested,2,3,Yes,Sun,No,Yes,No,No,Refused,Own home outright,Christian - no denomination,Less often,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58019,Wales,Montgomery,W07000063,28/07/2017,1,1,2,,73.0,uncertainty about Brexit and familly life,None/No party,Fairly interested,3,3,Yes,Sun,No,Yes,No,Yes,"GBP 20,800 - GBP 25,999",Rented from private landlord,Christian - no denomination,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58021,Wales,Montgomery,W07000063,24/07/2017,1,1,2,Not voted-registered,66.0,leadership problems and brexit,Labour,Fairly interested,3,7,Yes,Guardian/Observer,No,Yes,No,No,"GBP 31,200 - GBP 36,399",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58023,Wales,Montgomery,W07000063,04/08/2017,1,1,3,Voted,52.0,brexit and uncertainty of not knowing what are trade relationships with rest of world and EU - nhs,Conservatives,Fairly interested,7,7,No,,No,Yes,Yes,Yes,"GBP 50,000 - GBP 59,999",Rented from private landlord,Church of England/ Anglican/Episcopal,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58025,Wales,Montgomery,W07000063,15/07/2017,1,1,2,,78.0,more for pensioners,Labour,Not very interested,5,6,Yes,Sun,No,Yes,No,No,Don`t know,Rented from local authority,Christian - no denomination,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58121,Wales,Newport We,W07000056,04/08/2017,1,1,2,Not voted-registered,26.0,"Money crisis, ecominic situation in general",Labour,Fairly interested,2,5,Yes,Other,No,Yes,No,Yes,"GBP 45,000 - GBP 49,999",Rented from local authority,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Unemployed and actively seeking work,Yes
58122,Wales,Newport We,W07000056,18/07/2017,1,1,1,Voted,32.0,"Asians and terrorists, I think they should close the border and not let anyone in...imigrants",Don`t know,Not very interested,5,0 Pay no attention,No,,Yes,Yes,No,Yes,"GBP 5,200 - GBP 10,399",Rented from local authority,No religion,,No,Female,White and Black Caribbean,Unemployed and actively seeking work,Yes
58123,Wales,Newport We,W07000056,09/08/2017,1,1,2,Voted,51.0,"Brexit,",Conservatives,Fairly interested,5,7,Yes,Telegraph,No,Yes,Yes,Yes,"GBP 45,000 - GBP 49,999",Own home outright,Roman Catholic,Never or practically never,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58124,Wales,Newport We,W07000056,25/07/2017,1,1,2,Voted,77.0,i THINK bREXIT..I MEAN WE DON'T KNOW WHATS GOING TO HAPPEN,All of them/ more than one,Not very interested,4,6,No,,Yes,Yes,No,No,"GBP 15,600 - GBP 20,799",Own home outright,Christian - no denomination,Never or practically never,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58215,Wales,Newport We,W07000056,20/07/2017,1,1,2,Not voted-registered,20.0,"Immigration, costing too much",Conservatives,Very interested,8,7,Yes,Mail,No,No,Yes,Yes,Don`t know,Own home on mortgage,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,A full time student or pupil,Yes
58218,Wales,Newport We,W07000056,16/08/2017,1,1,2,Voted,31.0,Brexit negotiations because if we get that wrong everything else will suffer. Getting a good deal for Britain and the strength of negotiations.,Conservatives,Fairly interested,7,7,No,,Yes,Yes,No,Yes,"GBP 75,000 - GBP 99,999",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58221,Wales,Newport We,W07000056,19/08/2017,1,1,2,Voted,35.0,"Education, funding, money ther's not a lot at the moment, cutbacks and redundancies",Labour,Not very interested,4,3,Yes,Any other national paper,No,Yes,No,No,"GBP 45,000 - GBP 49,999",Own home on mortgage,Methodist,Never or practically never,Yes: trade union,Female,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
58223,Wales,Newport We,W07000056,02/08/2017,1,1,3,Not voted-unregistered,57.0,Und Brexit..I'm extemely concerned about the econimic impact,All of them/ more than one,Very interested,6,8,Yes,Times,Yes,Yes,Yes,Yes,"GBP 75,000 - GBP 99,999",Own home on mortgage,Church of England/ Anglican/Episcopal,Less often but at least twice a year,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Working full time - self-employed (30+ hours),
58224,Wales,Newport We,W07000056,16/08/2017,1,1,2,,26.0,"I'd say the ecominy, housing , banking and things",Labour,Not very interested,Don`t know,5,No,,No,Yes,No,Yes,"GBP 50,000 - GBP 59,999",Own home on mortgage,No religion,,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58226,Wales,Newport We,W07000056,18/09/2017,1,1,3,,68.0,imigration,Conservatives,Fairly interested,4,10 Pay a great deal of attention,Yes,Financial Times,Yes,Yes,No,Yes,"GBP 36,400 - GBP 39,999",Own home outright,Roman Catholic,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58315,Wales,Pontypridd,W07000075,20/07/2017,4,1,1,,36.0,War-  every war- no need for it only chasing after oil,None/No party,Very interested,5,3,No,,No,Yes,No,Yes,"GBP 10,400 - GBP 15,599",Rented from private landlord,Christian - no denomination,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58318,Wales,Pontypridd,W07000075,17/07/2017,1,1,2,Voted,36.0,Housing - homelessness,Don`t know,Not very interested,5,3,No,,No,Yes,No,No,"GBP 26,000 - GBP 31,199",It belongs to a Housing Association,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58415,Wales,Pontypridd,W07000075,17/07/2017,1,1,2,Voted,40.0,Illegal immigrants,Conservatives,Fairly interested,5,5,No,,Yes,Yes,Yes,Yes,"GBP 40,000 - GBP 44,999",Own home on mortgage,Methodist,Less often but at least once a year,No,Male,English/Welsh/Scottish/Northern Irish/British,Unemployed and actively seeking work,Yes
58417,Wales,Pontypridd,W07000075,02/08/2017,1,1,2,,29.0,Brexit -,Conservatives,Not very interested,Don`t know,2,No,,Yes,Yes,No,Yes,"GBP 40,000 - GBP 44,999",Own home on mortgage,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58418,Wales,Pontypridd,W07000075,15/07/2017,1,1,2,Voted,34.0,Brexit - entire issue,Labour,Very interested,0 Left,9,Don`t know,,No,Yes,No,Yes,"GBP 60,000 - GBP 74,999",Own home on mortgage,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58420,Wales,Pontypridd,W07000075,20/07/2017,1,1,1,Voted,50.0,Immigration - Illegal immigrants,None/No party,Fairly interested,5,5,Yes,Mail,No,Yes,Yes,Yes,"GBP 31,200 - GBP 36,399",Rented from private landlord,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
58422,Wales,Pontypridd,W07000075,22/07/2017,1,1,2,Voted,65.0,Brexit - Concerned that the vote was based on immigration/rascism,Labour,Not very interested,5,6,No,,No,Don`t know,No,No,"GBP 45,000 - GBP 49,999",Own home outright,Presbyterian/Church of Scotland,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58423,Wales,Pontypridd,W07000075,15/07/2017,1,1,2,Voted,64.0,Politicians - a sizeable number do it for self aggrandisement,None/No party,Not very interested,6,3,No,,No,Yes,No,No,"GBP 45,000 - GBP 49,999",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58424,Wales,Pontypridd,W07000075,29/08/2017,1,1,1,,,Prime Minister - In the beginning she said she would do everything but has not delivered,Plaid Cymru,Not very interested,7,0 Pay no attention,No,,No,Yes,No,Yes,Refused,Own home outright,Church of England/ Anglican/Episcopal,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58504,Wales,Swansea We,W07000047,27/07/2017,1,1,3,Voted,79.0,The economy/p the debt issues and amount/p that's the main one really/-,Labour,Very interested,0 Left,9,Yes,Any other national paper,No,Yes,No,Yes,"GBP 31,200 - GBP 36,399",Own home outright,No religion,,Yes: trade union,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58617,Wales,Swansea We,W07000047,21/07/2017,1,1,2,Voted,80.0,To get out of Brxit I think/- Now the decision has been made lets get on with it/-,Conservatives,Fairly interested,5,5,Yes,Mirror/Record,No,Yes,No,No,"GBP 20,800 - GBP 25,999",Own home outright,Church of England/ Anglican/Episcopal,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58619,Wales,Swansea We,W07000047,24/07/2017,1,1,2,Voted,74.0,Immigration?- doesnt matter what colour just numbers?-,Conservatives,Very interested,8,8,Yes,Mail,No,Yes,No,Yes,Don`t know,Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58620,Wales,Swansea We,W07000047,20/07/2017,1,1,2,Voted,69.0,Brexit/p Its a disaster/-,Liberal Democrats,Very interested,5,10 Pay a great deal of attention,Yes,Any other national paper,No,Yes,No,No,"GBP 45,000 - GBP 49,999",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58626,Wales,Swansea We,W07000047,20/07/2017,1,1,1,Voted,71.0,Brexit/p I just hope it happens and Im in favour of a hard Brexit myself/p-,Conservatives,Very interested,6,8,Yes,Mail,Yes,Yes,No,No,"GBP 15,600 - GBP 20,799",Own home outright,Roman Catholic,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
58916,Wales,Vale of Gl,W07000078,07/08/2017,1,1,2,Voted,31.0,Immigration / Mental Health Benefot System,Labour,Fairly interested,7,8,Yes,Other,No,No,No,Yes,"GBP 5,200 - GBP 10,399",Rented from private landlord,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Unemployed and actively seeking work,Yes
58917,Wales,Vale of Gl,W07000078,07/08/2017,1,1,1,,25.0,-1,,Not very interested,5,1,No,,No,No,No,No,Refused,Rented from private landlord,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Looking after the family or home,No
58920,Wales,Vale of Gl,W07000078,02/08/2017,1,1,1,,,Terrorism,Labour,Fairly interested,5,3,No,,Yes,No,No,No,Refused,It belongs to a Housing Association,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Not working because long-term sick or disabled,No
59004,Wales,Vale of Gl,W07000078,07/08/2017,1,1,2,Voted,83.0,Brexit,Conservatives,Very interested,3,9,Yes,Telegraph,No,Yes,No,No,"GBP 36,400 - GBP 39,999",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
59017,Wales,Vale of Gl,W07000078,08/08/2017,1,1,2,,84.0,Brexit,Conservatives,Fairly interested,5,9,Yes,Western Mail,No,Yes,No,No,"GBP 50,000 - GBP 59,999",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
59023,Wales,Vale of Gl,W07000078,04/08/2017,1,1,2,,61.0,The economy,Labour,Fairly interested,4,7,Yes,Times,No,No,No,Yes,"GBP 26,000 - GBP 31,199",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working part time - self-employed (8-29 hours),
59024,Wales,Vale of Gl,W07000078,18/09/2017,1,1,3,,52.0,Brexit/ the economy/ the terroists,Conservatives,Not very interested,5,2,No,,Yes,Yes,No,No,"GBP 45,000 - GBP 49,999",Own home on mortgage,Church of England/ Anglican/Episcopal,Never or practically never,No,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
59106,Wales,Ynys Mon,W07000041,27/07/2017,1,1,2,Voted,79.0,the inequality especially cash wise the rich are getting far richer and more people who have nothing the end product will be a war discontent..,Labour,Very interested,0 Left,7,Yes,Mail,Yes,Yes,No,No,"GBP 15,600 - GBP 20,799",Rented from local authority,Roman Catholic,Once a week or more,No,Male,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
59116,Wales,Ynys Mon,W07000041,27/07/2017,1,1,2,Voted,40.0,Home grown terrorism,None/No party,Fairly interested,5,6,Yes,Other,No,Yes,No,Yes,"GBP 2,600 - GBP 5,199",It belongs to a Housing Association,Roman Catholic,Never or practically never,No,Male,English/Welsh/Scottish/Northern Irish/British,Unemployed and actively seeking work,Yes
59118,Wales,Ynys Mon,W07000041,27/07/2017,1,1,2,Not voted-unregistered,21.0,people who are in care the NHS cant treat them quickly enough because of Brexit everything in favour of the government rather than the people. Youth getting violent around public places not getting enough help,Don`t know,Not at all interested,2,5,Yes,Guardian/Observer,Yes,Yes,No,Yes,"GBP 60,000 - GBP 74,999",Rented from private landlord,Islam/Muslim,Once a week or more,No,Male,Bangladeshi,Working full time -  employee (30+ hours),
59119,Wales,Ynys Mon,W07000041,27/07/2017,1,1,2,Voted,69.0,Brexit/- make sure it goes through properly and that we come out of evrything. Why should we be ruled by Europe.,Conservatives,Fairly interested,3,4,Yes,Guardian/Observer,Yes,Yes,No,Yes,"GBP 26,000 - GBP 31,199",Own home outright,Other Protestant,Less often but at least twice a year,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
59120,Wales,Ynys Mon,W07000041,27/07/2017,1,1,1,Voted,70.0,The Government all the back biting name calling why can't they work together for good of country,Conservatives,Fairly interested,5,2,No,,Yes,Yes,No,Yes,"GBP 5,200 - GBP 10,399",Own home outright,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
59121,Wales,Ynys Mon,W07000041,19/09/2017,1,1,1,,53.0,I WORRY ABOUT THE BREXIT,Labour,Fairly interested,5,5,No,,No,No,No,Yes,Refused,Rented from local authority,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Looking after the family or home,Yes
59124,Wales,Ynys Mon,W07000041,27/07/2017,1,1,1,Voted,40.0,Brexit/- getting the best deal for the country and satisfying the majority of people/-,Conservatives,Fairly interested,7,7,Yes,Other,No,Yes,No,Yes,"GBP 31,200 - GBP 36,399",Own home on mortgage,Church of England/ Anglican/Episcopal,Never or practically never,Yes: trade union,Female,English/Welsh/Scottish/Northern Irish/British,Working full time -  employee (30+ hours),
59205,Wales,Ynys Mon,W07000041,27/07/2017,1,1,2,Voted,67.0,protection of nhs financial cut backs prevent the care that we ought to be giving,Labour,Not very interested,4,5,No,,Yes,Yes,No,Yes,"GBP 15,600 - GBP 20,799",Own home outright,Church of England/ Anglican/Episcopal,Once a week or more,No,Female,English/Welsh/Scottish/Northern Irish/British,Retired from paid work,Yes
59207,Wales,Ynys Mon,W07000041,04/08/2017,1,1,1,Voted,62.0,Immigration protecting our boarders we need to know who is coming in can't keep putting people into well fare who don't work,Don`t know,Fairly interested,6,4,No,,Yes,Yes,No,Yes,"GBP 45,000 - GBP 49,999",Own home outright,No religion,,No,Male,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
59215,Wales,Ynys Mon,W07000041,07/08/2017,1,1,2,Voted,38.0,NHS and nursing aren't enough nurses in system Brexit could possibly restrict medicals into NHS not enough home grown nurses coming through,None/No party,Fairly interested,Don`t know,4,No,,Yes,Yes,Yes,Yes,"GBP 45,000 - GBP 49,999",Own home on mortgage,No religion,,No,Female,English/Welsh/Scottish/Northern Irish/British,Working part time - employee (8-29 hours),
